>> roxford5k: mAP E: 64.03, M: 48.39, H: 23.22
>> roxford5k: mP@k[1, 5, 10] E: [88.24 76.47 71.76], M: [87.14 75.43 69.86], H: [54.29 36.93 31.64]
>> rparis6k: mAP E: 79.97, M: 61.96, H: 33.31
>> rparis6k: mP@k[1, 5, 10] E: [97.14 94.57 93.29], M: [97.14 96.57 96.29], H: [85.71 80.   75.  ]
>> Train: [1][1/2000]	Time 1.258 (1.258)	Data 0.744 (0.744)	Loss 0.1419 (0.1419)
>> Train: [69][250/2000]	Time 0.093 (0.096)	Data 0.000 (0.003)	Loss 0.1258 (0.1614)
>> Train: [69][260/2000]	Time 0.083 (0.096)	Data 0.000 (0.003)	Loss 0.0679 (0.1613)
>> Train: [69][270/2000]	Time 0.098 (0.096)	Data 0.000 (0.002)	Loss 0.1966 (0.1604)
>> Train: [69][280/2000]	Time 0.089 (0.096)	Data 0.000 (0.002)	Loss 0.1018 (0.1603)
>> Train: [69][290/2000]	Time 0.097 (0.096)	Data 0.000 (0.002)	Loss 0.0866 (0.1610)
>> Train: [69][300/2000]	Time 0.107 (0.096)	Data 0.000 (0.002)	Loss 0.1270 (0.1609)
>> Train: [69][310/2000]	Time 0.085 (0.096)	Data 0.000 (0.002)	Loss 0.1543 (0.1604)
>> Train: [69][320/2000]	Time 0.083 (0.096)	Data 0.000 (0.002)	Loss 0.2865 (0.1603)
>> Train: [69][330/2000]	Time 0.093 (0.095)	Data 0.001 (0.002)	Loss 0.0977 (0.1602)
>> Train: [69][340/2000]	Time 0.082 (0.095)	Data 0.000 (0.002)	Loss 0.1061 (0.1601)
>> Train: [69][350/2000]	Time 0.089 (0.096)	Data 0.000 (0.002)	Loss 0.0528 (0.1594)
>> Train: [69][360/2000]	Time 0.100 (0.095)	Data 0.000 (0.002)	Loss 0.1752 (0.1603)
>> Train: [69][370/2000]	Time 0.092 (0.095)	Data 0.000 (0.002)	Loss 0.1068 (0.1603)
>> Train: [69][380/2000]	Time 0.089 (0.095)	Data 0.000 (0.002)	Loss 0.1402 (0.1601)
>> Train: [69][390/2000]	Time 0.098 (0.095)	Data 0.000 (0.002)	Loss 0.1572 (0.1595)
>> Train: [69][400/2000]	Time 0.080 (0.095)	Data 0.000 (0.002)	Loss 0.1688 (0.1586)
>> Train: [69][410/2000]	Time 0.097 (0.095)	Data 0.000 (0.002)	Loss 0.1001 (0.1586)
>> Train: [69][420/2000]	Time 0.095 (0.095)	Data 0.000 (0.002)	Loss 0.2105 (0.1593)
>> Train: [69][430/2000]	Time 0.099 (0.095)	Data 0.000 (0.002)	Loss 0.0757 (0.1603)
>> Train: [69][440/2000]	Time 0.093 (0.095)	Data 0.000 (0.002)	Loss 0.1117 (0.1611)
>> Train: [69][450/2000]	Time 0.099 (0.095)	Data 0.000 (0.002)	Loss 0.1412 (0.1614)
>> Train: [69][460/2000]	Time 0.088 (0.095)	Data 0.000 (0.001)	Loss 0.1230 (0.1611)
>> Train: [69][470/2000]	Time 0.097 (0.095)	Data 0.000 (0.001)	Loss 0.3247 (0.1611)
>> Train: [69][480/2000]	Time 0.078 (0.095)	Data 0.000 (0.001)	Loss 0.0662 (0.1605)
>> Train: [69][490/2000]	Time 0.092 (0.095)	Data 0.000 (0.001)	Loss 0.1272 (0.1613)
>> Train: [69][500/2000]	Time 0.080 (0.095)	Data 0.000 (0.001)	Loss 0.2377 (0.1622)
>> Train: [69][510/2000]	Time 0.102 (0.095)	Data 0.000 (0.001)	Loss 0.0896 (0.1622)
>> Train: [69][520/2000]	Time 0.073 (0.095)	Data 0.000 (0.001)	Loss 0.2314 (0.1618)
>> Train: [69][530/2000]	Time 0.099 (0.095)	Data 0.000 (0.001)	Loss 0.2070 (0.1615)
>> Train: [69][540/2000]	Time 0.096 (0.095)	Data 0.000 (0.001)	Loss 0.1509 (0.1616)
>> Train: [69][550/2000]	Time 0.098 (0.095)	Data 0.000 (0.001)	Loss 0.1055 (0.1610)
>> Train: [69][560/2000]	Time 0.098 (0.095)	Data 0.000 (0.001)	Loss 0.1960 (0.1612)
>> Train: [69][570/2000]	Time 0.091 (0.095)	Data 0.000 (0.001)	Loss 0.2514 (0.1615)
>> Train: [69][580/2000]	Time 0.100 (0.095)	Data 0.000 (0.001)	Loss 0.0630 (0.1603)
>> Train: [69][590/2000]	Time 0.096 (0.095)	Data 0.000 (0.001)	Loss 0.1435 (0.1600)
>> Train: [69][600/2000]	Time 0.091 (0.095)	Data 0.000 (0.001)	Loss 0.1680 (0.1608)
>> Train: [69][610/2000]	Time 0.090 (0.095)	Data 0.000 (0.001)	Loss 0.2060 (0.1605)
>> Train: [69][620/2000]	Time 0.097 (0.095)	Data 0.000 (0.001)	Loss 0.1253 (0.1606)
>> Train: [69][630/2000]	Time 0.099 (0.095)	Data 0.000 (0.001)	Loss 0.0863 (0.1600)
>> Train: [69][640/2000]	Time 0.096 (0.095)	Data 0.000 (0.001)	Loss 0.0268 (0.1599)
>> Train: [69][650/2000]	Time 0.097 (0.095)	Data 0.000 (0.001)	Loss 0.1650 (0.1600)
>> Train: [69][660/2000]	Time 0.080 (0.095)	Data 0.000 (0.001)	Loss 0.3731 (0.1597)
>> Train: [69][670/2000]	Time 0.078 (0.095)	Data 0.000 (0.001)	Loss 0.2257 (0.1595)
>> Train: [69][680/2000]	Time 0.101 (0.095)	Data 0.000 (0.001)	Loss 0.1574 (0.1593)
>> Train: [69][690/2000]	Time 0.102 (0.095)	Data 0.000 (0.001)	Loss 0.0566 (0.1590)
>> Train: [69][700/2000]	Time 0.105 (0.095)	Data 0.000 (0.001)	Loss 0.1513 (0.1592)
>> Train: [69][710/2000]	Time 0.101 (0.095)	Data 0.000 (0.001)	Loss 0.1674 (0.1587)
>> Train: [69][720/2000]	Time 0.096 (0.095)	Data 0.000 (0.001)	Loss 0.1126 (0.1584)
>> Train: [69][730/2000]	Time 0.089 (0.095)	Data 0.000 (0.001)	Loss 0.1454 (0.1582)
>> Train: [69][740/2000]	Time 0.099 (0.095)	Data 0.000 (0.001)	Loss 0.1374 (0.1585)
>> Train: [69][750/2000]	Time 0.091 (0.095)	Data 0.000 (0.001)	Loss 0.1185 (0.1582)
>> Train: [69][760/2000]	Time 0.096 (0.095)	Data 0.000 (0.001)	Loss 0.1757 (0.1578)
>> Train: [69][770/2000]	Time 0.081 (0.095)	Data 0.000 (0.001)	Loss 0.0949 (0.1575)
>> Train: [69][780/2000]	Time 0.103 (0.095)	Data 0.000 (0.001)	Loss 0.1861 (0.1573)
>> Train: [69][790/2000]	Time 0.090 (0.095)	Data 0.000 (0.001)	Loss 0.1119 (0.1572)
>> Train: [69][800/2000]	Time 0.094 (0.095)	Data 0.000 (0.001)	Loss 0.0420 (0.1571)
>> Train: [69][810/2000]	Time 0.087 (0.095)	Data 0.000 (0.001)	Loss 0.0285 (0.1571)
>> Train: [69][820/2000]	Time 0.087 (0.095)	Data 0.000 (0.001)	Loss 0.1324 (0.1570)
>> Train: [69][830/2000]	Time 0.096 (0.095)	Data 0.000 (0.001)	Loss 0.1310 (0.1570)
>> Train: [69][840/2000]	Time 0.085 (0.095)	Data 0.000 (0.001)	Loss 0.0231 (0.1567)
>> Train: [69][850/2000]	Time 0.091 (0.095)	Data 0.000 (0.001)	Loss 0.2355 (0.1567)
>> Train: [69][860/2000]	Time 0.071 (0.095)	Data 0.000 (0.001)	Loss 0.1178 (0.1564)
>> Train: [69][870/2000]	Time 0.101 (0.095)	Data 0.000 (0.001)	Loss 0.1251 (0.1562)
>> Train: [69][880/2000]	Time 0.075 (0.095)	Data 0.000 (0.001)	Loss 0.0893 (0.1565)
>> Train: [69][890/2000]	Time 0.081 (0.095)	Data 0.000 (0.001)	Loss 0.1868 (0.1566)
>> Train: [69][900/2000]	Time 0.088 (0.095)	Data 0.000 (0.001)	Loss 0.2199 (0.1565)
>> Train: [69][910/2000]	Time 0.103 (0.095)	Data 0.000 (0.001)	Loss 0.1380 (0.1562)
>> Train: [69][920/2000]	Time 0.099 (0.095)	Data 0.000 (0.001)	Loss 0.1685 (0.1560)
>> Train: [69][930/2000]	Time 0.072 (0.095)	Data 0.000 (0.001)	Loss 0.0564 (0.1559)
>> Train: [69][940/2000]	Time 0.104 (0.095)	Data 0.000 (0.001)	Loss 0.1215 (0.1558)
>> Train: [69][950/2000]	Time 0.094 (0.095)	Data 0.000 (0.001)	Loss 0.1601 (0.1559)
>> Train: [69][960/2000]	Time 0.094 (0.095)	Data 0.000 (0.001)	Loss 0.2573 (0.1557)
>> Train: [69][970/2000]	Time 0.110 (0.095)	Data 0.000 (0.001)	Loss 0.1808 (0.1559)
>> Train: [69][980/2000]	Time 0.103 (0.095)	Data 0.000 (0.001)	Loss 0.2377 (0.1560)
>> Train: [69][990/2000]	Time 0.096 (0.095)	Data 0.000 (0.001)	Loss 0.1547 (0.1562)
>> Train: [69][1000/2000]	Time 0.108 (0.095)	Data 0.000 (0.001)	Loss 0.2076 (0.1562)
>> Train: [69][1010/2000]	Time 0.099 (0.095)	Data 0.000 (0.001)	Loss 0.0935 (0.1559)
>> Train: [69][1020/2000]	Time 0.105 (0.095)	Data 0.000 (0.001)	Loss 0.2768 (0.1561)
>> Train: [69][1030/2000]	Time 0.094 (0.095)	Data 0.000 (0.001)	Loss 0.2324 (0.1560)
>> Train: [69][1040/2000]	Time 0.099 (0.095)	Data 0.000 (0.001)	Loss 0.0498 (0.1556)
>> Train: [69][1050/2000]	Time 0.086 (0.095)	Data 0.000 (0.001)	Loss 0.1200 (0.1554)
>> Train: [69][1060/2000]	Time 0.110 (0.095)	Data 0.000 (0.001)	Loss 0.1649 (0.1553)
>> Train: [69][1070/2000]	Time 0.091 (0.095)	Data 0.000 (0.001)	Loss 0.0556 (0.1551)
>> Train: [69][1080/2000]	Time 0.081 (0.095)	Data 0.000 (0.001)	Loss 0.2043 (0.1553)
>> Train: [69][1090/2000]	Time 0.088 (0.095)	Data 0.000 (0.001)	Loss 0.1397 (0.1556)
>> Train: [69][1100/2000]	Time 0.105 (0.095)	Data 0.000 (0.001)	Loss 0.1782 (0.1557)
>> Train: [69][1110/2000]	Time 0.093 (0.095)	Data 0.000 (0.001)	Loss 0.0646 (0.1557)
>> Train: [69][1120/2000]	Time 0.098 (0.095)	Data 0.000 (0.001)	Loss 0.1306 (0.1559)
>> Train: [69][1130/2000]	Time 0.100 (0.095)	Data 0.000 (0.001)	Loss 0.0374 (0.1557)
>> Train: [69][1140/2000]	Time 0.096 (0.095)	Data 0.001 (0.001)	Loss 0.1404 (0.1555)
>> Train: [69][1150/2000]	Time 0.102 (0.095)	Data 0.000 (0.001)	Loss 0.1197 (0.1554)
>> Train: [69][1160/2000]	Time 0.104 (0.095)	Data 0.000 (0.001)	Loss 0.1302 (0.1554)
>> Train: [69][1170/2000]	Time 0.098 (0.095)	Data 0.000 (0.001)	Loss 0.1338 (0.1557)
>> Train: [69][1180/2000]	Time 0.099 (0.095)	Data 0.000 (0.001)	Loss 0.1364 (0.1557)
>> Train: [69][1190/2000]	Time 0.096 (0.095)	Data 0.000 (0.001)	Loss 0.2376 (0.1557)
>> Train: [69][1200/2000]	Time 0.100 (0.095)	Data 0.000 (0.001)	Loss 0.2105 (0.1556)
>> Train: [69][1210/2000]	Time 0.091 (0.095)	Data 0.000 (0.001)	Loss 0.2104 (0.1554)
>> Train: [69][1220/2000]	Time 0.097 (0.095)	Data 0.000 (0.001)	Loss 0.0361 (0.1551)
>> Train: [69][1230/2000]	Time 0.110 (0.095)	Data 0.000 (0.001)	Loss 0.1435 (0.1549)
>> Train: [69][1240/2000]	Time 0.090 (0.095)	Data 0.000 (0.001)	Loss 0.0966 (0.1548)
>> Train: [69][1250/2000]	Time 0.093 (0.095)	Data 0.000 (0.001)	Loss 0.0485 (0.1546)
>> Train: [69][1260/2000]	Time 0.098 (0.095)	Data 0.000 (0.001)	Loss 0.1325 (0.1548)
>> Train: [69][1270/2000]	Time 0.101 (0.095)	Data 0.000 (0.001)	Loss 0.1276 (0.1549)
>> Train: [69][1280/2000]	Time 0.082 (0.095)	Data 0.000 (0.001)	Loss 0.1392 (0.1547)
>> Train: [69][1290/2000]	Time 0.111 (0.095)	Data 0.000 (0.001)	Loss 0.1999 (0.1544)
>> Train: [69][1300/2000]	Time 0.078 (0.095)	Data 0.000 (0.001)	Loss 0.0586 (0.1544)
>> Train: [69][1310/2000]	Time 0.117 (0.095)	Data 0.000 (0.001)	Loss 0.1551 (0.1547)
>> Train: [69][1320/2000]	Time 0.100 (0.095)	Data 0.000 (0.001)	Loss 0.0040 (0.1547)
>> Train: [69][1330/2000]	Time 0.091 (0.095)	Data 0.000 (0.001)	Loss 0.2195 (0.1546)
>> Train: [69][1340/2000]	Time 0.080 (0.095)	Data 0.000 (0.001)	Loss 0.1569 (0.1545)
>> Train: [69][1350/2000]	Time 0.082 (0.095)	Data 0.000 (0.001)	Loss 0.0559 (0.1546)
>> Train: [69][1360/2000]	Time 0.102 (0.095)	Data 0.000 (0.001)	Loss 0.1397 (0.1545)
>> Train: [69][1370/2000]	Time 0.097 (0.095)	Data 0.000 (0.001)	Loss 0.1971 (0.1549)
>> Train: [69][1380/2000]	Time 0.094 (0.095)	Data 0.000 (0.001)	Loss 0.3098 (0.1546)
>> Train: [69][1390/2000]	Time 0.103 (0.095)	Data 0.000 (0.001)	Loss 0.2394 (0.1550)
>> Train: [69][1400/2000]	Time 0.097 (0.095)	Data 0.000 (0.001)	Loss 0.2323 (0.1551)
>> Train: [69][1410/2000]	Time 0.102 (0.095)	Data 0.001 (0.001)	Loss 0.0495 (0.1548)
>> Train: [69][1420/2000]	Time 0.101 (0.095)	Data 0.000 (0.001)	Loss 0.2709 (0.1549)
>> Train: [69][1430/2000]	Time 0.104 (0.095)	Data 0.000 (0.001)	Loss 0.0787 (0.1548)
>> Train: [69][1440/2000]	Time 0.101 (0.095)	Data 0.000 (0.001)	Loss 0.0763 (0.1544)
>> Train: [69][1450/2000]	Time 0.105 (0.095)	Data 0.000 (0.001)	Loss 0.0962 (0.1543)
>> Train: [69][1460/2000]	Time 0.113 (0.095)	Data 0.000 (0.001)	Loss 0.2642 (0.1543)
>> Train: [69][1470/2000]	Time 0.104 (0.095)	Data 0.000 (0.001)	Loss 0.4051 (0.1543)
>> Train: [69][1480/2000]	Time 0.100 (0.095)	Data 0.000 (0.001)	Loss 0.1330 (0.1543)
>> Train: [69][1490/2000]	Time 0.109 (0.095)	Data 0.000 (0.001)	Loss 0.1253 (0.1541)
>> Train: [69][1500/2000]	Time 0.098 (0.095)	Data 0.000 (0.001)	Loss 0.1171 (0.1543)
>> Train: [69][1510/2000]	Time 0.103 (0.095)	Data 0.000 (0.001)	Loss 0.1572 (0.1543)
>> Train: [69][1520/2000]	Time 0.095 (0.095)	Data 0.000 (0.001)	Loss 0.2215 (0.1543)
>> Train: [69][1530/2000]	Time 0.103 (0.095)	Data 0.000 (0.001)	Loss 0.1062 (0.1542)
>> Train: [69][1540/2000]	Time 0.101 (0.095)	Data 0.000 (0.001)	Loss 0.0261 (0.1541)
>> Train: [69][1550/2000]	Time 0.093 (0.095)	Data 0.000 (0.001)	Loss 0.1198 (0.1541)
>> Train: [69][1560/2000]	Time 0.104 (0.095)	Data 0.000 (0.001)	Loss 0.1118 (0.1541)
>> Train: [69][1570/2000]	Time 0.091 (0.095)	Data 0.000 (0.001)	Loss 0.0935 (0.1540)
>> Train: [69][1580/2000]	Time 0.105 (0.095)	Data 0.000 (0.001)	Loss 0.0243 (0.1541)
>> Train: [69][1590/2000]	Time 0.090 (0.095)	Data 0.000 (0.001)	Loss 0.1114 (0.1541)
>> Train: [69][1600/2000]	Time 0.102 (0.095)	Data 0.000 (0.001)	Loss 0.3293 (0.1541)
>> Train: [69][1610/2000]	Time 0.092 (0.095)	Data 0.000 (0.001)	Loss 0.0757 (0.1541)
>> Train: [69][1620/2000]	Time 0.099 (0.095)	Data 0.000 (0.001)	Loss 0.2260 (0.1542)
>> Train: [69][1630/2000]	Time 0.087 (0.095)	Data 0.000 (0.001)	Loss 0.2136 (0.1544)
>> Train: [69][1640/2000]	Time 0.074 (0.095)	Data 0.000 (0.001)	Loss 0.2545 (0.1546)
>> Train: [69][1650/2000]	Time 0.080 (0.095)	Data 0.000 (0.001)	Loss 0.0644 (0.1546)
>> Train: [69][1660/2000]	Time 0.100 (0.095)	Data 0.000 (0.001)	Loss 0.1533 (0.1547)
>> Train: [69][1670/2000]	Time 0.072 (0.095)	Data 0.000 (0.001)	Loss 0.0743 (0.1544)
>> Train: [69][1680/2000]	Time 0.109 (0.095)	Data 0.000 (0.001)	Loss 0.0157 (0.1543)
>> Train: [69][1690/2000]	Time 0.102 (0.095)	Data 0.000 (0.001)	Loss 0.0810 (0.1542)
>> Train: [69][1700/2000]	Time 0.096 (0.095)	Data 0.000 (0.001)	Loss 0.1018 (0.1539)
>> Train: [69][1710/2000]	Time 0.099 (0.095)	Data 0.000 (0.001)	Loss 0.2415 (0.1540)
>> Train: [69][1720/2000]	Time 0.096 (0.095)	Data 0.000 (0.001)	Loss 0.0787 (0.1536)
>> Train: [69][1730/2000]	Time 0.088 (0.095)	Data 0.000 (0.001)	Loss 0.0652 (0.1533)
>> Train: [69][1740/2000]	Time 0.099 (0.095)	Data 0.000 (0.001)	Loss 0.1637 (0.1530)
>> Train: [69][1750/2000]	Time 0.113 (0.095)	Data 0.000 (0.001)	Loss 0.1966 (0.1528)
>> Train: [69][1760/2000]	Time 0.093 (0.095)	Data 0.000 (0.001)	Loss 0.0928 (0.1528)
>> Train: [69][1770/2000]	Time 0.107 (0.095)	Data 0.000 (0.001)	Loss 0.1103 (0.1527)
>> Train: [69][1780/2000]	Time 0.074 (0.095)	Data 0.000 (0.001)	Loss 0.2076 (0.1528)
>> Train: [69][1790/2000]	Time 0.100 (0.095)	Data 0.000 (0.001)	Loss 0.2381 (0.1530)
>> Train: [69][1800/2000]	Time 0.072 (0.095)	Data 0.000 (0.001)	Loss 0.1474 (0.1531)
>> Train: [69][1810/2000]	Time 0.072 (0.095)	Data 0.000 (0.001)	Loss 0.0706 (0.1530)
>> Train: [69][1820/2000]	Time 0.083 (0.095)	Data 0.000 (0.001)	Loss 0.1790 (0.1531)
>> Train: [69][1830/2000]	Time 0.102 (0.095)	Data 0.000 (0.001)	Loss 0.1014 (0.1533)
>> Train: [69][1840/2000]	Time 0.091 (0.095)	Data 0.000 (0.001)	Loss 0.0668 (0.1533)
>> Train: [69][1850/2000]	Time 0.105 (0.095)	Data 0.000 (0.001)	Loss 0.0598 (0.1532)
>> Train: [69][1860/2000]	Time 0.094 (0.095)	Data 0.000 (0.001)	Loss 0.2432 (0.1533)
>> Train: [69][1870/2000]	Time 0.104 (0.095)	Data 0.000 (0.001)	Loss 0.1699 (0.1534)
>> Train: [69][1880/2000]	Time 0.105 (0.095)	Data 0.000 (0.001)	Loss 0.1618 (0.1532)
>> Train: [69][1890/2000]	Time 0.091 (0.095)	Data 0.000 (0.001)	Loss 0.2608 (0.1533)
>> Train: [69][1900/2000]	Time 0.074 (0.095)	Data 0.000 (0.001)	Loss 0.1210 (0.1533)
>> Train: [69][1910/2000]	Time 0.103 (0.095)	Data 0.000 (0.000)	Loss 0.2511 (0.1533)
>> Train: [69][1920/2000]	Time 0.110 (0.095)	Data 0.000 (0.000)	Loss 0.2556 (0.1532)
>> Train: [69][1930/2000]	Time 0.087 (0.095)	Data 0.000 (0.000)	Loss 0.1696 (0.1533)
>> Train: [69][1940/2000]	Time 0.097 (0.095)	Data 0.000 (0.000)	Loss 0.1177 (0.1532)
>> Train: [69][1950/2000]	Time 0.094 (0.095)	Data 0.001 (0.000)	Loss 0.1905 (0.1533)
>> Train: [69][1960/2000]	Time 0.093 (0.095)	Data 0.000 (0.000)	Loss 0.3232 (0.1535)
>> Train: [69][1970/2000]	Time 0.108 (0.095)	Data 0.000 (0.000)	Loss 0.2044 (0.1535)
>> Train: [69][1980/2000]	Time 0.092 (0.095)	Data 0.000 (0.000)	Loss 0.1419 (0.1535)
>> Train: [69][1990/2000]	Time 0.064 (0.095)	Data 0.000 (0.000)	Loss 0.2358 (0.1534)
>> Train: [69][2000/2000]	Time 0.108 (0.095)	Data 0.000 (0.000)	Loss 0.1652 (0.1535)
>> Val: [69][1/1691]	Time 0.635 (0.635)	Loss 0.2314 (0.2314)
>> Val: [69][10/1691]	Time 0.035 (0.099)	Loss 0.1215 (0.1761)
>> Val: [69][20/1691]	Time 0.034 (0.066)	Loss 0.1885 (0.1697)
>> Val: [69][30/1691]	Time 0.032 (0.055)	Loss 0.3237 (0.1789)
>> Val: [69][40/1691]	Time 0.028 (0.050)	Loss 0.3229 (0.1828)
>> Val: [69][50/1691]	Time 0.027 (0.046)	Loss 0.1737 (0.1718)
>> Val: [69][60/1691]	Time 0.033 (0.044)	Loss 0.1422 (0.1707)
>> Val: [69][70/1691]	Time 0.033 (0.042)	Loss 0.1665 (0.1704)
>> Val: [69][80/1691]	Time 0.028 (0.041)	Loss 0.2099 (0.1697)
>> Val: [69][90/1691]	Time 0.038 (0.040)	Loss 0.1114 (0.1692)
>> Val: [69][100/1691]	Time 0.032 (0.039)	Loss 0.1727 (0.1692)
>> Val: [69][110/1691]	Time 0.034 (0.039)	Loss 0.1988 (0.1701)
>> Val: [69][120/1691]	Time 0.034 (0.039)	Loss 0.1296 (0.1689)
>> Val: [69][130/1691]	Time 0.032 (0.038)	Loss 0.1434 (0.1657)
>> Val: [69][140/1691]	Time 0.032 (0.038)	Loss 0.1595 (0.1656)
>> Val: [69][150/1691]	Time 0.030 (0.037)	Loss 0.1879 (0.1643)
>> Val: [69][160/1691]	Time 0.025 (0.037)	Loss 0.2141 (0.1651)
>> Val: [69][170/1691]	Time 0.033 (0.037)	Loss 0.2619 (0.1656)
>> Val: [69][180/1691]	Time 0.032 (0.037)	Loss 0.1887 (0.1662)
>> Val: [69][190/1691]	Time 0.030 (0.036)	Loss 0.1250 (0.1672)
>> Val: [69][200/1691]	Time 0.030 (0.036)	Loss 0.1355 (0.1680)
>> Val: [69][210/1691]	Time 0.031 (0.036)	Loss 0.1500 (0.1675)
>> Val: [69][220/1691]	Time 0.031 (0.036)	Loss 0.3403 (0.1660)
>> Val: [69][230/1691]	Time 0.032 (0.036)	Loss 0.1912 (0.1668)
>> Val: [69][240/1691]	Time 0.035 (0.036)	Loss 0.2311 (0.1656)
>> Val: [69][250/1691]	Time 0.032 (0.036)	Loss 0.1728 (0.1652)
>> Val: [69][260/1691]	Time 0.028 (0.035)	Loss 0.1067 (0.1657)
>> Val: [69][270/1691]	Time 0.035 (0.035)	Loss 0.1591 (0.1661)
>> Val: [69][280/1691]	Time 0.035 (0.035)	Loss 0.0732 (0.1657)
>> Val: [69][290/1691]	Time 0.029 (0.035)	Loss 0.1443 (0.1666)
>> Val: [69][300/1691]	Time 0.034 (0.035)	Loss 0.1728 (0.1662)
>> Val: [69][310/1691]	Time 0.033 (0.035)	Loss 0.1279 (0.1650)
>> Val: [69][320/1691]	Time 0.031 (0.035)	Loss 0.3290 (0.1663)
>> Val: [69][330/1691]	Time 0.030 (0.035)	Loss 0.1258 (0.1662)
>> Val: [69][340/1691]	Time 0.026 (0.035)	Loss 0.2182 (0.1665)
>> Val: [69][350/1691]	Time 0.031 (0.035)	Loss 0.1723 (0.1672)
>> Val: [69][360/1691]	Time 0.034 (0.035)	Loss 0.1822 (0.1663)
>> Val: [69][370/1691]	Time 0.028 (0.035)	Loss 0.2471 (0.1665)
>> Val: [69][380/1691]	Time 0.034 (0.035)	Loss 0.1461 (0.1658)
>> Val: [69][390/1691]	Time 0.037 (0.035)	Loss 0.2711 (0.1669)
>> Val: [69][400/1691]	Time 0.034 (0.035)	Loss 0.1435 (0.1663)
>> Val: [69][410/1691]	Time 0.030 (0.035)	Loss 0.2404 (0.1654)
>> Val: [69][420/1691]	Time 0.034 (0.034)	Loss 0.1831 (0.1656)
>> Val: [69][430/1691]	Time 0.034 (0.034)	Loss 0.1633 (0.1648)
>> Val: [69][440/1691]	Time 0.029 (0.034)	Loss 0.0783 (0.1651)
>> Val: [69][450/1691]	Time 0.032 (0.034)	Loss 0.1323 (0.1650)
>> Val: [69][460/1691]	Time 0.028 (0.034)	Loss 0.3192 (0.1655)
>> Val: [69][470/1691]	Time 0.029 (0.034)	Loss 0.3307 (0.1657)
>> Val: [69][480/1691]	Time 0.033 (0.034)	Loss 0.1473 (0.1664)
>> Val: [69][490/1691]	Time 0.035 (0.034)	Loss 0.1330 (0.1661)
>> Val: [69][500/1691]	Time 0.031 (0.034)	Loss 0.1073 (0.1656)
>> Val: [69][510/1691]	Time 0.031 (0.034)	Loss 0.1834 (0.1658)
>> Val: [69][520/1691]	Time 0.029 (0.034)	Loss 0.2065 (0.1660)
>> Val: [69][530/1691]	Time 0.030 (0.034)	Loss 0.4596 (0.1665)
>> Val: [69][540/1691]	Time 0.033 (0.034)	Loss 0.1992 (0.1668)
>> Val: [69][550/1691]	Time 0.035 (0.034)	Loss 0.4247 (0.1672)
>> Val: [69][560/1691]	Time 0.026 (0.034)	Loss 0.1702 (0.1677)
>> Val: [69][570/1691]	Time 0.034 (0.034)	Loss 0.1413 (0.1676)
>> Val: [69][580/1691]	Time 0.028 (0.034)	Loss 0.1445 (0.1675)
>> Val: [69][590/1691]	Time 0.035 (0.034)	Loss 0.1270 (0.1680)
>> Val: [69][600/1691]	Time 0.025 (0.034)	Loss 0.2432 (0.1676)
>> Val: [69][610/1691]	Time 0.031 (0.034)	Loss 0.1856 (0.1673)
>> Val: [69][620/1691]	Time 0.030 (0.034)	Loss 0.2687 (0.1672)
>> Val: [69][630/1691]	Time 0.025 (0.034)	Loss 0.2121 (0.1673)
>> Val: [69][640/1691]	Time 0.034 (0.034)	Loss 0.2110 (0.1668)
>> Val: [69][650/1691]	Time 0.039 (0.034)	Loss 0.2003 (0.1665)
>> Val: [69][660/1691]	Time 0.033 (0.034)	Loss 0.1043 (0.1666)
>> Val: [69][670/1691]	Time 0.031 (0.034)	Loss 0.1162 (0.1664)
>> Val: [69][680/1691]	Time 0.033 (0.034)	Loss 0.0634 (0.1660)
>> Val: [69][690/1691]	Time 0.031 (0.034)	Loss 0.2206 (0.1661)
>> Val: [69][700/1691]	Time 0.030 (0.034)	Loss 0.1922 (0.1662)
>> Val: [69][710/1691]	Time 0.030 (0.034)	Loss 0.2235 (0.1663)
>> Val: [69][720/1691]	Time 0.032 (0.034)	Loss 0.0876 (0.1664)
>> Val: [69][730/1691]	Time 0.032 (0.034)	Loss 0.2356 (0.1665)
>> Val: [69][740/1691]	Time 0.031 (0.034)	Loss 0.2987 (0.1663)
>> Val: [69][750/1691]	Time 0.027 (0.034)	Loss 0.1631 (0.1663)
>> Val: [69][760/1691]	Time 0.029 (0.034)	Loss 0.2200 (0.1661)
>> Val: [69][770/1691]	Time 0.033 (0.034)	Loss 0.1397 (0.1658)
>> Val: [69][780/1691]	Time 0.033 (0.034)	Loss 0.3201 (0.1659)
>> Val: [69][790/1691]	Time 0.030 (0.034)	Loss 0.2495 (0.1658)
>> Val: [69][800/1691]	Time 0.035 (0.034)	Loss 0.2523 (0.1657)
>> Val: [69][810/1691]	Time 0.030 (0.034)	Loss 0.1512 (0.1657)
>> Val: [69][820/1691]	Time 0.038 (0.034)	Loss 0.1463 (0.1655)
>> Val: [69][830/1691]	Time 0.034 (0.034)	Loss 0.2314 (0.1655)
>> Val: [69][840/1691]	Time 0.037 (0.034)	Loss 0.0924 (0.1651)
>> Val: [69][850/1691]	Time 0.034 (0.034)	Loss 0.2205 (0.1651)
>> Val: [69][860/1691]	Time 0.034 (0.034)	Loss 0.1193 (0.1654)
>> Val: [69][870/1691]	Time 0.034 (0.034)	Loss 0.0768 (0.1649)
